NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
A. Traoré,Atakaş Hatayspor,Turkish Süper Lig,ST,Silver,73,78,72,65,72,31,61,19-09-2018 12:10
J. Barrera,Atlético Nacional,Colombian Liga Postobón,CM,Silver,73,47,29,45,48,73,75,19-09-2018 12:10
Kike Barja,CA Osasuna,Spain Primera Division,CDM,Silver,73,69,58,72,72,70,68,19-09-2018 12:10
Raúl Guti,Elche CF,Spain Primera Division,CB,Silver,73,74,55,66,63,72,77,19-09-2018 12:10
C. Budescu,FCSB (Steaua),Romanian Liga I,ST,Silver,73,69,62,69,69,69,71,19-09-2018 12:10
Pol Llonch,Willem II,Holland Eredivisie,ST,Silver,73,82,69,65,78,42,60,19-09-2018 12:10
D. Solanke,AFC Bournemouth,English League Championship,LB,Silver,73,81,69,69,80,54,69,19-09-2018 12:10
R. Lauritsen,Dinamo Zagreb,Croatian Prva HNL,CAM,Silver,73,80,72,59,71,29,71,19-09-2018 12:10
J. Carrascal,River Plate,Argentina Primera División,RB,Silver,73,46,58,68,63,72,74,19-09-2018 12:10
J. Gorenc Stanković,SK Sturm Graz,Austrian Football Bundesliga,CAM,Silver,73,88,62,71,69,38,54,19-09-2018 12:10
André Horta,SC Braga,Portuguese Liga ZON SAGRES,LM,Silver,73,91,63,63,77,44,56,19-09-2018 12:10
R. Ábila,D.C. United,USA Major League Soccer,LM,Silver,73,77,69,67,76,43,58,19-09-2018 12:10
M. Coco,FC Nantes,French Ligue 1,LB,Silver,73,73,54,61,70,72,77,19-09-2018 12:10
H. ter Avest,FC Utrecht,Holland Eredivisie,RB,Silver,73,74,69,68,76,27,65,19-09-2018 12:10
H. Hajradinović,Kasimpaşa SK,Turkish Süper Lig,CB,Silver,73,67,62,70,78,57,63,19-09-2018 12:10
Y. Namli,Colorado Rapids,USA Major League Soccer,CDM,Silver,73,74,62,68,72,67,69,19-09-2018 12:10
D. Valoyes,Club Atlético Talleres,Argentina Primera División,CB,Silver,73,67,70,76,73,36,49,19-09-2018 12:10
S. Thioub,Angers SCO,French Ligue 1,ST,Silver,73,76,69,63,78,36,66,19-09-2018 12:10
Ivo Rodrigues,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,RB,Silver,73,72,72,63,70,32,76,19-09-2018 12:10
D. Álvarez,Puebla FC,Mexican Liga MX,ST,Silver,73,75,72,68,75,43,71,19-09-2018 12:10
J. Bruun Larsen,TSG Hoffenheim,German 1. Bundesliga,RB,Silver,73,77,63,68,74,71,79,19-09-2018 12:10
J. Hromada,SK Slavia Praha,Czech Republic Gambrinus Liga,CB,Silver,73,37,30,48,44,73,78,19-09-2018 12:10
E. Martínez,Barcelona Sporting Club,Ecuadorian Serie A,CM,Silver,73,69,58,59,64,75,74,19-09-2018 12:10
B. Osayi-Samuel,Fenerbahçe SK,Turkish Süper Lig,CB,Silver,73,74,55,66,71,73,69,19-09-2018 12:10
J. Kouassi,Wuhan FC,Chinese Super League,CB,Silver,73,61,60,71,68,64,67,19-09-2018 12:10
M. Jonjić,Shanghai Shenhua FC,Chinese Super League,CB,Silver,73,73,73,68,72,35,71,19-09-2018 12:10
Ricardo Lopes,Shanghai Port FC,Chinese Super League,ST,Silver,73,66,39,62,73,67,75,19-09-2018 12:10
A. Castro,Club Atlético Colón,Argentina Primera División,RM,Silver,73,72,71,70,74,38,70,19-09-2018 12:10
R. Lod,Minnesota United FC,USA Major League Soccer,CB,Silver,73,85,62,65,72,68,74,19-09-2018 12:10
Sergi Palencia,CD Leganés,Spanish Segunda División,CM,Silver,73,68,67,70,74,52,55,19-09-2018 12:10
H. Choudhury,Leicester City,English Premier League,ST,Silver,73,35,31,58,48,75,67,19-09-2018 12:10
M. Vojvoda,Torino F.C.,Italian Serie A,LM,Silver,73,84,71,65,74,33,63,19-09-2018 12:10
L. Godoy,Estudiantes de La Plata,Argentina Primera División,ST,Silver,73,78,73,67,76,34,65,19-09-2018 12:10
V. Kovalenko,Spezia,Italian Serie A,RB,Silver,73,92,65,66,77,51,64,19-09-2018 12:10
W. Faríñez,Racing Club de Lens,French Ligue 1,ST,Silver,73,79,55,63,61,73,74,19-09-2018 12:10
J. Murillo,CD Tondela,Portuguese Liga ZON SAGRES,CB,Silver,73,75,64,67,77,38,64,19-09-2018 12:10
Raillo,RCD Mallorca,Spain Primera Division,CDM,Silver,73,74,44,64,61,69,73,19-09-2018 12:10
T. Roberts,Leeds United,English Premier League,CAM,Silver,73,88,62,65,71,59,70,19-09-2018 12:10
I. Rivero,Cruz Azul,Mexican Liga MX,ST,Silver,73,78,74,73,75,32,54,19-09-2018 12:10
M. Svanberg,Bologna,Italian Serie A,CM,Silver,73,81,39,50,52,74,77,19-09-2018 12:10
S. Amallah,Standard de Liège,Belgian Jupiler Pro League,RB,Silver,73,72,67,71,72,66,71,19-09-2018 12:10
K. Onisiwo,1. FSV Mainz 05,German 1. Bundesliga,CM,Silver,73,55,73,59,66,39,77,19-09-2018 12:10
T. Lorch,Orlando Pirates,South African Premier Division,CB,Silver,73,88,60,69,77,23,42,19-09-2018 12:10
V. Pavlidis,AZ Alkmaar,Holland Eredivisie,LB,Silver,73,86,56,64,70,69,73,19-09-2018 12:10
William,VfL Wolfsburg,German 1. Bundesliga,LM,Silver,73,71,57,64,61,73,71,19-09-2018 12:10
A. Robinson,Fulham,English League Championship,CM,Silver,73,86,72,65,75,47,72,19-09-2018 12:10
João Novais,Aytemiz Alanyaspor,Turkish Süper Lig,CDM,Silver,73,65,45,51,60,72,79,19-09-2018 12:10
M. Matvienko,Shakhtar Donetsk,Ukrainian Premier League,CB,Silver,73,48,65,71,67,72,80,19-09-2018 12:10
Allano,Santa Clara,Portuguese Liga ZON SAGRES,ST,Silver,73,66,64,64,69,72,77,19-09-2018 12:10
M. Degenek,,,CAM,Silver,73,92,70,62,73,31,63,19-09-2018 12:10
L. Rodríguez,Club Tijuana,Mexican Liga MX,RW,Silver,73,61,57,75,74,64,66,19-09-2018 12:10
Lazo,Unión Deportiva Almería,Spanish Segunda División,CB,Silver,73,73,54,65,67,71,73,19-09-2018 12:10
G. Pereiro,Cagliari,Italian Serie A,CM,Silver,73,62,39,61,64,72,79,19-09-2018 12:10
Josan,Elche CF,Spain Primera Division,CF,Silver,73,77,53,68,71,69,74,19-09-2018 12:10
D. Fry,Middlesbrough,English League Championship,CB,Silver,73,71,70,69,72,36,74,19-09-2018 12:10
Rodrigo Pinho,SL Benfica,Portuguese Liga ZON SAGRES,CDM,Silver,73,80,74,67,74,37,69,19-09-2018 12:10
L. Coulibaly,US Salernitana 1919,Italian Serie A,ST,Silver,73,69,72,51,70,31,67,19-09-2018 12:10
F. Sacko,Vitória de Guimarães,Portuguese Liga ZON SAGRES,CM,Silver,73,74,37,61,64,72,77,19-09-2018 12:10
Jaim Abra,Associação Chapecoense de Futebol,Campeonato Brasileiro Série A,CAM,Silver,73,81,68,65,76,26,62,19-09-2018 12:10
Freder Cabral,Clube Atlético Mineiro,Campeonato Brasileiro Série A,CDM,Silver,73,76,71,67,77,36,59,19-09-2018 12:10
Hugo Goiteira,Ceará Sporting Club,Campeonato Brasileiro Série A,ST,Silver,73,65,58,70,72,73,70,19-09-2018 12:10
Osvaldão Murilo,RB Bragantino,Campeonato Brasileiro Série A,CB,Silver,73,77,66,70,77,69,66,19-09-2018 12:10
Lúcio Calegario,São Paulo,Campeonato Brasileiro Série A,LB,Silver,73,87,54,64,72,68,66,19-09-2018 12:10
Caio Chissano,São Paulo,Campeonato Brasileiro Série A,CB,Silver,73,38,72,62,68,50,78,19-09-2018 12:10
Paulson Junqueira,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,LB,Silver,73,74,72,55,71,32,72,19-09-2018 12:10
Juliano Mascarinhas,Grêmio,Campeonato Brasileiro Série A,CF,Silver,73,63,36,59,63,72,71,19-09-2018 12:10
Nicolás Formido,Internacional,Campeonato Brasileiro Série A,CM,Silver,73,42,35,45,44,71,84,19-09-2018 12:10
Guto Costinho,Palmeiras,Campeonato Brasileiro Série A,ST,Silver,73,80,61,65,70,71,80,19-09-2018 12:10
Michel Cruceiro,Flamengo,Campeonato Brasileiro Série A,CB,Silver,73,71,52,63,71,72,73,19-09-2018 12:10
Jonas Damasto,Club Athletico Paranaense,Campeonato Brasileiro Série A,RM,Silver,73,90,73,61,68,27,79,19-09-2018 12:10
Jeffmeirson,RB Bragantino,Campeonato Brasileiro Série A,LW,Silver,73,60,43,68,69,73,69,19-09-2018 12:10
Tramontinaldo,Club Athletico Paranaense,Campeonato Brasileiro Série A,CAM,Silver,73,71,62,71,67,68,75,19-09-2018 12:10
Neviano Neves,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,LB,Silver,73,83,67,69,76,38,58,19-09-2018 12:10
Silvosinho,Santos,Campeonato Brasileiro Série A,RW,Silver,73,53,55,56,53,72,78,19-09-2018 12:10
Enaldo Toxeto,Grêmio,Campeonato Brasileiro Série A,CM,Silver,73,67,44,68,70,75,68,19-09-2018 12:10
Fabrio Farinha,Internacional,Campeonato Brasileiro Série A,LB,Silver,73,56,65,68,66,71,77,19-09-2018 12:10
Brenito Duarte,Cuiabá,Campeonato Brasileiro Série A,CAM,Silver,73,48,36,56,57,71,75,19-09-2018 12:10
Sandelas Júnior,Santos,Campeonato Brasileiro Série A,ST,Silver,73,77,70,70,73,53,71,19-09-2018 12:10
Dagoberto Esteiro,São Paulo,Campeonato Brasileiro Série A,ST,Silver,73,70,62,70,75,60,61,19-09-2018 12:10
Luis Couprins,Club Athletico Paranaense,Campeonato Brasileiro Série A,ST,Silver,73,63,38,58,59,72,77,19-09-2018 12:10
Nuno Lisareda,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,CM,Silver,73,85,68,69,76,60,60,19-09-2018 12:10
Rodolfo Pittaça,Cuiabá,Campeonato Brasileiro Série A,CB,Silver,73,69,56,73,77,58,65,19-09-2018 12:10
Marcos Paneira,Bahia,Campeonato Brasileiro Série A,LB,Silver,73,66,72,58,66,34,68,19-09-2018 12:10
Claudiosa Paes,São Paulo,Campeonato Brasileiro Série A,RB,Silver,73,80,70,67,71,35,81,19-09-2018 12:10
Thio Rolim,Cuiabá,Campeonato Brasileiro Série A,CM,Silver,73,70,66,72,75,61,67,19-09-2018 12:10
Marlon Nideiro,Grêmio,Campeonato Brasileiro Série A,ST,Silver,73,67,63,77,66,67,74,19-09-2018 12:10
Leo Caldeirinha,Juventude,Campeonato Brasileiro Série A,CDM,Silver,73,65,28,56,60,72,74,19-09-2018 12:10
Alvildo Sousa,Atlético Clube Goianiense,Campeonato Brasileiro Série A,CAM,Silver,73,67,72,61,67,32,69,19-09-2018 12:10
Fabri Arnoia,Flamengo,Campeonato Brasileiro Série A,LB,Silver,73,84,39,62,67,71,75,19-09-2018 12:10
M. Diakhaby,Valencia CF,Spain Primera Division,CAM,Silver,73,81,59,64,81,52,57,19-09-2018 12:10
G. Cimirot,Standard de Liège,Belgian Jupiler Pro League,CB,Silver,73,56,30,42,49,72,75,19-09-2018 12:10
H. Wahl,Holstein Kiel,German 2. Bundesliga,ST,Silver,73,74,61,71,75,55,55,19-09-2018 12:10
T. Chalobah,Chelsea,English Premier League,RW,Silver,73,83,73,55,73,21,69,19-09-2018 12:10
J. Aribo,Rangers FC,Scottish Premiership,ST,Silver,73,54,69,74,69,60,67,19-09-2018 12:10
N. Skubic,İttifak Holding Konyaspor,Turkish Süper Lig,CAM,Silver,73,77,64,68,72,52,71,19-09-2018 12:10
K. Amian,Spezia,Italian Serie A,LB,Silver,73,76,69,68,71,69,68,19-09-2018 12:10
J. Lewis,Newcastle United,English Premier League,LM,Silver,73,42,63,69,67,71,70,19-09-2018 12:10
J. Dasilva,Brentford,English Premier League,RB,Silver,73,83,65,68,75,36,52,19-09-2018 12:10
L. Kleinheisler,,,RM,Silver,73,64,55,66,70,68,72,19-09-2018 12:10
R. Pierre-Gabriel,Stade Brestois 29,French Ligue 1,RW,Silver,73,83,71,65,77,30,66,19-09-2018 12:10
M. van Bergen,Stade de Reims,French Ligue 1,CB,Silver,73,72,70,66,70,56,79,19-09-2018 12:10
Toni Lato,Valencia CF,Spain Primera Division,CM,Silver,73,89,66,64,73,46,75,19-09-2018 12:10
D. Boyko,Dynamo Kyiv,Ukrainian Premier League,ST,Silver,73,74,53,63,66,72,70,19-09-2018 12:10
T. Fosu-Mensah,Bayer 04 Leverkusen,German 1. Bundesliga,RM,Silver,73,56,30,56,60,72,75,19-09-2018 12:10
F. Ricca,Club Brugge KV,Belgian Jupiler Pro League,RB,Silver,73,56,41,67,66,69,67,19-09-2018 12:10
T. Asano,VfL Bochum 1848,German 1. Bundesliga,CB,Silver,73,69,36,42,40,72,75,19-09-2018 12:10
C. Bravo,Portland Timbers,USA Major League Soccer,LM,Silver,73,91,67,62,75,48,74,19-09-2018 12:10
Bernardo,FC Red Bull Salzburg,Austrian Football Bundesliga,CB,Silver,73,67,32,43,43,72,80,19-09-2018 12:10
N. Molina,Udinese Calcio,Italian Serie A,CM,Silver,73,79,66,70,76,25,59,19-09-2018 12:10
Y. Kobayashi,Kawasaki Frontale,Japanese J. League Division 1,CDM,Silver,73,59,59,75,65,67,76,19-09-2018 12:10
A. Vega,Club Deportivo Guadalajara,Mexican Liga MX,ST,Silver,73,74,67,69,72,62,64,19-09-2018 12:10
M. Zajc,Fenerbahçe SK,Turkish Süper Lig,CDM,Silver,73,69,64,71,71,37,52,19-09-2018 12:10
Lincoln,Santa Clara,Portuguese Liga ZON SAGRES,LB,Silver,73,76,70,66,73,38,68,19-09-2018 12:10
A. Fukumori,Hokkaido Consadole Sapporo,Japanese J. League Division 1,CB,Silver,73,89,66,61,77,41,71,19-09-2018 12:10
S. Alakouch,FC Metz,French Ligue 1,RB,Silver,73,46,27,42,47,72,76,19-09-2018 12:10
Vágner Corraldo,Club Athletico Paranaense,Campeonato Brasileiro Série A,ST,Silver,73,55,68,70,73,44,81,19-09-2018 12:10
Mardial Cunha,Fortaleza,Campeonato Brasileiro Série A,LW,Silver,73,72,65,69,69,62,76,19-09-2018 12:10
G. Escobar,UD Ibiza,Spanish Segunda División,ST,Silver,73,51,70,53,67,30,74,19-09-2018 12:10
Dodô,Shakhtar Donetsk,Ukrainian Premier League,CB,Silver,73,66,32,59,58,72,73,19-09-2018 12:10
Artur,Columbus Crew,USA Major League Soccer,RM,Silver,73,78,69,65,76,40,64,19-09-2018 12:10
Diogo Leite,SC Braga,Portuguese Liga ZON SAGRES,ST,Silver,73,60,59,70,73,71,70,19-09-2018 12:10
Diogo Costa,FC Porto,Portuguese Liga ZON SAGRES,CM,Silver,73,66,46,67,74,66,66,19-09-2018 12:10
Maycon,Shakhtar Donetsk,Ukrainian Premier League,RB,Silver,73,69,71,50,68,33,67,19-09-2018 12:10
L. Bénes,Borussia Mönchengladbach,German 1. Bundesliga,RB,Silver,73,75,66,72,73,46,65,19-09-2018 12:10
G. Hamer,Coventry City,English League Championship,ST,Silver,73,52,45,60,65,72,79,19-09-2018 12:10
Guilherme,Al Faisaly,Saudi Abdul L. Jameel League,ST,Silver,73,66,56,56,57,71,79,19-09-2018 12:10
I. Oblyakov,PFC CSKA Moscow,Russian Premier League,CB,Silver,73,76,64,68,75,36,57,19-09-2018 12:10
E. Karaca,Aytemiz Alanyaspor,Turkish Süper Lig,CB,Silver,73,53,59,66,63,70,78,19-09-2018 12:10
João Talocha,Gil Vicente FC,Portuguese Liga ZON SAGRES,LB,Silver,73,68,39,54,61,74,71,19-09-2018 12:10
P. Retsos,Bayer 04 Leverkusen,German 1. Bundesliga,RB,Silver,73,91,67,61,74,28,68,19-09-2018 12:10
W. Faes,Stade de Reims,French Ligue 1,ST,Silver,73,66,61,70,72,68,78,19-09-2018 12:10
F. Stojković,SK Rapid Wien,Austrian Football Bundesliga,CB,Silver,73,70,62,66,70,72,77,19-09-2018 12:10
Luis Pérez,Real Valladolid CF,Spanish Segunda División,LB,Silver,73,81,49,64,65,67,74,19-09-2018 12:10
V. Janelt,Brentford,English Premier League,LM,Silver,73,70,47,67,71,70,71,19-09-2018 12:10
C. Bernardi,Club Atlético Colón,Argentina Primera División,CB,Silver,73,31,72,78,73,36,54,19-09-2018 12:10
K. Bonifazi,Bologna,Italian Serie A,LB,Silver,73,83,64,63,73,40,61,19-09-2018 12:10
S. Özcan,1. FC Köln,German 1. Bundesliga,CDM,Silver,73,83,56,66,70,69,64,19-09-2018 12:10
J. Bellegarde,RC Strasbourg Alsace,French Ligue 1,CB,Silver,73,66,58,66,65,72,73,19-09-2018 12:10
Aleix Febas,RCD Mallorca,Spain Primera Division,LM,Silver,73,69,26,50,63,72,70,19-09-2018 12:10
D. Geiger,TSG Hoffenheim,German 1. Bundesliga,ST,Silver,73,81,59,66,67,66,80,19-09-2018 12:10
V. Nelsson,Galatasaray SK,Turkish Süper Lig,CM,Silver,73,79,47,64,69,69,73,19-09-2018 12:10
G. Til,Feyenoord,Holland Eredivisie,CB,Silver,73,65,73,59,68,30,61,19-09-2018 12:10
Santi Comesaña,Rayo Vallecano,Spain Primera Division,CM,Silver,73,78,72,68,73,28,63,19-09-2018 12:10
I. Cardona,Stade Brestois 29,French Ligue 1,CM,Silver,73,71,60,68,71,70,67,19-09-2018 12:10
Enzo Merques,Internacional,Campeonato Brasileiro Série A,ST,Silver,73,84,70,60,75,31,64,19-09-2018 12:10
Marlion Simões,Ceará Sporting Club,Campeonato Brasileiro Série A,ST,Silver,73,63,66,75,70,50,69,19-09-2018 12:10
Jorge Praceira,Palmeiras,Campeonato Brasileiro Série A,CM,Silver,73,57,68,72,72,54,65,19-09-2018 12:10
Nildo Reisão,Clube Atlético Mineiro,Campeonato Brasileiro Série A,CDM,Silver,73,84,70,64,76,25,60,19-09-2018 12:10
Roberto Soira,Associação Chapecoense de Futebol,Campeonato Brasileiro Série A,CB,Silver,73,69,74,70,74,23,60,19-09-2018 12:10
O. Ejaria,Reading,English League Championship,ST,Silver,73,68,44,61,69,72,72,19-09-2018 12:10
E. Cabaco,Getafe CF,Spain Primera Division,CB,Silver,73,68,70,73,78,23,36,19-09-2018 12:10
S. Doumbia,Angers SCO,French Ligue 1,CAM,Silver,73,63,31,59,57,68,80,19-09-2018 12:10
Álvaro,Brentford,English Premier League,CB,Silver,73,71,69,66,69,70,85,19-09-2018 12:10
A. Nordin,AS Saint-Étienne,French Ligue 1,CAM,Silver,73,71,67,71,72,66,65,19-09-2018 12:10
A. Ahmedhodžić,Malmö FF,Swedish Allsvenskan,ST,Silver,73,45,53,64,61,72,81,19-09-2018 12:10
G. Arteaga,KRC Genk,Belgian Jupiler Pro League,CM,Silver,73,71,71,51,64,28,82,19-09-2018 12:10
M. Hongla,Hellas Verona,Italian Serie A,RM,Silver,73,69,51,72,72,72,64,19-09-2018 12:10
A. Barkok,Eintracht Frankfurt,German 1. Bundesliga,CM,Silver,73,58,64,72,67,65,67,19-09-2018 12:10
M. Ngadeu,KAA Gent,Belgian Jupiler Pro League,CDM,Silver,73,43,54,65,61,71,71,19-09-2018 12:10
D. Raum,TSG Hoffenheim,German 1. Bundesliga,CAM,Silver,73,75,73,61,76,24,67,19-09-2018 12:10
G. Gudmundsson,LOSC Lille,French Ligue 1,CDM,Silver,73,70,45,64,70,71,69,19-09-2018 12:10
H. Wolf,Borussia Mönchengladbach,German 1. Bundesliga,LW,Silver,73,78,69,61,71,34,76,19-09-2018 12:10
J. Torunarigha,Hertha BSC,German 1. Bundesliga,CAM,Silver,73,52,57,69,65,70,73,19-09-2018 12:10
R. Cannon,Boavista FC,Portuguese Liga ZON SAGRES,LM,Silver,73,68,68,70,74,36,58,19-09-2018 12:10
O. Karavaev,Dynamo Kyiv,Ukrainian Premier League,CB,Silver,73,72,62,70,70,35,55,19-09-2018 12:10
T. Guidara,Vélez Sarsfield,Argentina Primera División,CB,Silver,73,62,62,71,70,64,67,19-09-2018 12:10
J. Rodríguez,Club León,Mexican Liga MX,CDM,Silver,73,49,34,50,49,69,82,19-09-2018 12:10
J. Gressel,D.C. United,USA Major League Soccer,CB,Silver,73,73,65,72,71,34,61,19-09-2018 12:10
A. Abedzadeh,SD Ponferradina,Spanish Segunda División,ST,Silver,73,71,69,62,72,31,68,19-09-2018 12:10
D. Mihailovic,Club de Foot Montréal,USA Major League Soccer,CB,Silver,73,73,52,63,67,70,79,19-09-2018 12:10
A. Bodart,Standard de Liège,Belgian Jupiler Pro League,RM,Silver,73,81,69,67,72,29,62,19-09-2018 12:10
Rodrigo,PAOK,Greek Super League,CDM,Silver,73,71,50,69,64,72,73,19-09-2018 12:10
M. Friedl,SV Werder Bremen,German 2. Bundesliga,LM,Silver,73,60,57,52,57,72,76,19-09-2018 12:10
P. Cutrone,Empoli,Italian Serie A,RM,Silver,73,74,62,73,77,59,64,19-09-2018 12:10
K. Danso,Racing Club de Lens,French Ligue 1,RW,Silver,73,66,72,68,72,46,74,19-09-2018 12:10
Guridi,Real Sociedad,Spain Primera Division,LW,Silver,73,65,63,67,70,67,73,19-09-2018 12:10
N. Bustos,Girona FC,Spanish Segunda División,CB,Silver,73,71,47,62,67,72,75,19-09-2018 12:10
E. Copetti,Racing Club,Argentina Primera División,CAM,Silver,73,76,64,71,70,66,73,19-09-2018 12:10
N. Sangaré,Fenerbahçe SK,Turkish Süper Lig,CM,Silver,73,68,70,50,70,29,76,19-09-2018 12:10
Pedro Sá,Portimonense SC,Portuguese Liga ZON SAGRES,ST,Silver,73,63,69,75,75,52,60,19-09-2018 12:10
M. Ullmann,SK Rapid Wien,Austrian Football Bundesliga,CB,Silver,73,67,72,51,64,24,77,19-09-2018 12:10
I. Niane,FC Metz,French Ligue 1,RW,Silver,73,79,68,66,78,32,47,19-09-2018 12:10
E. Kılınç,Galatasaray SK,Turkish Süper Lig,CM,Silver,73,75,68,66,75,22,55,19-09-2018 12:10
H. Koffi,Royal Charleroi S.C.,Belgian Jupiler Pro League,CDM,Silver,73,75,51,66,68,66,74,19-09-2018 12:10
A. Matusiwa,Stade de Reims,French Ligue 1,ST,Silver,73,65,70,68,69,66,75,19-09-2018 12:10
I. Diallo,Southampton,English Premier League,LM,Silver,73,59,72,46,65,31,72,19-09-2018 12:10
K. Wagner,Philadelphia Union,USA Major League Soccer,CDM,Silver,73,88,70,66,77,27,60,19-09-2018 12:10
M. Okugawa,DSC Arminia Bielefeld,German 1. Bundesliga,LW,Silver,73,73,61,67,66,70,77,19-09-2018 12:10
M. Cuisance,FC Bayern München,German 1. Bundesliga,CB,Silver,73,83,50,64,72,64,70,19-09-2018 12:10
M. Sáček,AC Sparta Praha,Czech Republic Gambrinus Liga,CAM,Silver,73,83,69,69,74,44,48,19-09-2018 12:10
Paulinho,Bayer 04 Leverkusen,German 1. Bundesliga,CB,Silver,73,67,40,53,61,72,73,19-09-2018 12:10
O. Ba,Olympiacos CFP,Greek Super League,LB,Silver,73,65,38,53,51,70,76,19-09-2018 12:10
K. Malong,Olympiacos CFP,Greek Super League,ST,Silver,73,62,58,62,61,71,75,19-09-2018 12:10
L. Juliš,AC Sparta Praha,Czech Republic Gambrinus Liga,CM,Silver,73,56,55,66,65,72,73,19-09-2018 12:10
M. Nzola,Spezia,Italian Serie A,CDM,Silver,73,73,51,67,73,67,77,19-09-2018 12:10
M. Ojeda,Godoy Cruz,Argentina Primera División,LB,Silver,73,66,70,75,74,51,62,19-09-2018 12:10
N. Phillips,Liverpool,English Premier League,CDM,Silver,73,77,67,69,74,57,68,19-09-2018 12:10
N. Tenaglia,Club Atlético Talleres,Argentina Primera División,CAM,Silver,73,58,59,66,57,71,71,19-09-2018 12:10
Borja Sánchez,Real Oviedo,Spanish Segunda División,RM,Silver,73,73,69,69,74,61,66,19-09-2018 12:10
M. Guéhi,Crystal Palace,English Premier League,RB,Silver,73,82,67,66,77,35,61,19-09-2018 12:10
E. Elmas,Napoli,Italian Serie A,RB,Silver,73,64,66,74,70,57,62,19-09-2018 12:10
Dani Raba,Villarreal CF,Spain Primera Division,CB,Silver,73,79,68,55,69,29,75,19-09-2018 12:10
J. El Yamiq,Real Valladolid CF,Spanish Segunda División,RB,Silver,73,68,61,66,63,68,76,19-09-2018 12:10
M. Bayo,Clermont Foot 63,French Ligue 1,LB,Silver,73,57,75,65,69,33,67,19-09-2018 12:10
Manu Morlanes,RCD Espanyol de Barcelona,Spain Primera Division,ST,Silver,73,68,67,71,73,63,74,19-09-2018 12:10
C. Führich,VfB Stuttgart,German 1. Bundesliga,LM,Silver,73,66,66,70,71,68,70,19-09-2018 12:10
A. Sambi Lokonga,Arsenal,English Premier League,LB,Silver,73,53,34,50,56,73,71,19-09-2018 12:10
A. Harroui,U.S. Sassuolo Calcio,Italian Serie A,LW,Silver,73,53,34,42,39,71,78,19-09-2018 12:10
Nanu,FC Porto,Portuguese Liga ZON SAGRES,CM,Silver,73,75,36,54,62,69,78,19-09-2018 12:10
K. Mavropanos,VfB Stuttgart,German 1. Bundesliga,CM,Silver,73,43,37,48,50,75,67,19-09-2018 12:10
H. Morita,Santa Clara,Portuguese Liga ZON SAGRES,RM,Silver,73,72,66,64,78,42,73,19-09-2018 12:10
F. Ortega,Vélez Sarsfield,Argentina Primera División,ST,Silver,73,86,71,65,72,63,75,19-09-2018 12:10
C. Jones,Liverpool,English Premier League,CB,Silver,73,76,66,70,72,27,60,19-09-2018 12:10
R. Aït Nouri,Wolverhampton Wanderers,English Premier League,RM,Silver,73,82,38,59,68,70,75,19-09-2018 12:10
N. Baumann,FC Lugano,Swiss Super League,CB,Silver,73,68,26,44,53,72,75,19-09-2018 12:10
A. Cicâldău,Galatasaray SK,Turkish Süper Lig,CDM,Silver,73,71,69,73,73,43,60,19-09-2018 12:10
Dani Gómez,Levante Unión Deportiva,Spain Primera Division,LM,Silver,73,70,46,63,68,68,63,19-09-2018 12:10
A. Laurienté,FC Lorient,French Ligue 1,CDM,Silver,73,72,68,72,71,69,71,19-09-2018 12:10
A. Vallci,FC Red Bull Salzburg,Austrian Football Bundesliga,ST,Silver,73,72,66,71,72,52,69,19-09-2018 12:10
